"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"CSBR","Champions Oncology, Inc.","10.09","117198094.48","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/csbr",
"CYOU","Changyou.com Limited","16.89","330470685.84","19566056","2009","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cyou",
"BURG","Chanticleer Holdings, Inc.","1.89","7022113.56","n/a","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/burg",
"CTHR","Charles & Colvard Ltd.","1.13","24405817.97","n/a","1997","Consumer Durables","Consumer Specialties","https://www.nasdaq.com/symbol/cthr",
"GTLS","Chart Industries, Inc.","88.73","2803616095.53","n/a","2006","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/gtls",
"CHTR","Charter Communications, Inc.","360.78","81165377595.54","n/a","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/chtr",
"CTAC","ChaSerg Technology Acquisition Corp.","9.85","277179000","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/ctac",
"CTACU","ChaSerg Technology Acquisition Corp.","10.17","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/ctacu",
"CTACW","ChaSerg Technology Acquisition Corp.","0.58","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/ctacw",
"CHKP","Check Point Software Technologies Ltd.","125.43","19947720915.84","n/a","1996","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/chkp",
"CHEK","Check-Cap Ltd.","2.86","23557991.6","n/a","2015","Health Care","Medical Electronics","https://www.nasdaq.com/symbol/chek",
"CHEKW","Check-Cap Ltd.","0.126","0","n/a","2015","Health Care","Medical Electronics","https://www.nasdaq.com/symbol/chekw",
"CHEKZ","Check-Cap Ltd.","0.5024","0","n/a","n/a","Health Care","Medical Electronics","https://www.nasdaq.com/symbol/chekz",
"CKPT","Checkpoint Therapeutics, Inc.","2.9","83684319.8","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ckpt",
"CEMI","Chembio Diagnostics, Inc.","5.58","95788841.22","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cemi",
"CHFC","Chemical Financial Corporation","38.9","2780517462.2","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/chfc",
"CCXI","ChemoCentryx, Inc.","10.91","573530582.96","n/a","2012","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ccxi",
"CHMG","Chemung Financial Corp","44.18","213631152.96","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/chmg",
"CHKE","Cherokee Inc.","0.796","11321537.452","n/a","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/chke",
"CHFS","CHF Solutions, Inc.","3.63","3516101.49","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/chfs",
"CHMA","Chiasma, Inc.","5.51","134804899.49","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/chma",
"CSSE","Chicken Soup for the Soul Entertainment, Inc.","7.98","92693222.16","n/a","2017","Consumer Services","Movies/Entertainment","https://www.nasdaq.com/symbol/csse",
"CSSEP","Chicken Soup for the Soul Entertainment, Inc.","24.603","19202567.691","n/a","n/a","Consumer Services","Movies/Entertainment","https://www.nasdaq.com/symbol/cssep",
"PLCE","Children&#39;s Place, Inc. (The)","86.77","1405175246.04","n/a","1997","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/plce",
"CMRX","Chimerix, Inc.","2","101806392","n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cmrx",
"CADC","China Advanced Construction Materials Group, Inc.","2.6","14520027.6","n/a","n/a","Basic Industries","Engineering & Construction","https://www.nasdaq.com/symbol/cadc",
"CAAS","China Automotive Systems, Inc.","3.45","109171813.8","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/caas",
"GLG","China Bat Group, Inc.","2.34","2302148.16","n/a","2013","Finance","Major Banks","https://www.nasdaq.com/symbol/glg",
"CBPO","China Biologic Products Holdings, Inc.","87.23","3433513763.68","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/cbpo",
"CCCL","China Ceramics Co., Ltd.","1.62","9160795.44","n/a","n/a","Capital Goods","Building Materials","https://www.nasdaq.com/symbol/cccl",
"CCRC","China Customer Relations Centers, Inc.","11.01","201808896","n/a","2015","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/ccrc",
"JRJC","China Finance Online Co. Limited","1.29","27373285.29","21219601","2004","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/jrjc",
"HGSH","China HGS Real Estate, Inc.","1.07","48203500","n/a","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/hgsh",
"CIFS","China Internet Nationwide Financial Services Inc.","2.75","60814017","n/a","2017","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/cifs",
"CJJD","China Jo-Jo Drugstores, Inc.","2.62","75814358.36","n/a","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/cjjd",
"CLDC","China Lending Corporation","1.29","31639699.71","n/a","2014","Finance","Diversified Financial Services","https://www.nasdaq.com/symbol/cldc",
"CHNR","China Natural Resources, Inc.","1.6798","41845356.6968","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/chnr",
"CREG","China Recycling Energy Corporation","0.9799","10088344.872","n/a","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/creg",
"SXTC","China SXT Pharmaceuticals, Inc.","6.13","145587500","n/a","2019","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sxtc",
"CNTF","China TechFaith Wireless Communication Technology Limited","1.0349","7512325.6463","7258987","2005","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/cntf",
"CXDC","China XD Plastics Company Limited","2.429","122540234.789","n/a","n/a","Capital Goods","Containers/Packaging","https://www.nasdaq.com/symbol/cxdc",
"CCIH","ChinaCache International Holdings Ltd.","1.19","28752161.2","24161480","2010","Technology","EDP Services","https://www.nasdaq.com/symbol/ccih",
"CNET","ChinaNet Online Holdings, Inc.","1.82","29361228.26","n/a","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/cnet",
"IMOS","ChipMOS TECHNOLOGIES INC.","16.92","89842255.92","5309826","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/imos",
"CDXC","ChromaDex Corporation","3.95","218379352.4","n/a","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/cdxc",
"CHSCL","CHS Inc","27.47","568629000","n/a","n/a","Consumer Services","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/chscl",
"CHSCM","CHS Inc","26.42","520474000","n/a","n/a","Consumer Services","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/chscm",
"CHSCN","CHS Inc","26.61","447048000","n/a","n/a","Consumer Services","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/chscn",
"CHSCO","CHS Inc","27.61","592484812.26","n/a","n/a","Consumer Services","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/chsco",
"CHSCP","CHS Inc","28.85","354047286.55","n/a","n/a","Consumer Services","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/chscp",
"CHDN","Churchill Downs, Incorporated","84.81","3419691433.95","n/a","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/chdn",
"CHUY","Chuy&#39;s Holdings, Inc.","22.46","379236808.02","n/a","2012","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/chuy",
"CBUS","Cibus Corp.","n/a","0","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/cbus",
"CDTX","Cidara Therapeutics, Inc.","2.55","70930835.7","n/a","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/cdtx",
"CMCT","CIM Commercial Trust Corporation","18.4","805829343.2","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/cmct",
"CMCTP","CIM Commercial Trust Corporation","25.1","202826574","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/cmctp",
"CMPR","Cimpress N.V","74.78","2306554775.98","n/a","n/a","Miscellaneous","Publishing","https://www.nasdaq.com/symbol/cmpr",
"CINF","Cincinnati Financial Corporation","84.64","13807144524.96","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/cinf",
"CIDM","Cinedigm Corp","1.9","67788671.2","n/a","n/a","Consumer Services","Consumer Electronics/Video Chains","https://www.nasdaq.com/symbol/cidm",
"CTAS","Cintas Corporation","194.55","20339014772.25","n/a","1983","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/ctas",
"CRUS","Cirrus Logic, Inc.","41.8","2472152863.4","n/a","1989","Technology","Semiconductors","https://www.nasdaq.com/symbol/crus",
"CSCO","Cisco Systems, Inc.","52.74","232162941741.84","n/a","1990","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/csco",
"CTRN","Citi Trends, Inc.","18.36","223992000","n/a","2005","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/ctrn",
"CTXR","Citius Pharmaceuticals, Inc.","1.28","23706060.8","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ctxr",
"CTXRW","Citius Pharmaceuticals, Inc.","0.5","0","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ctxrw",
"CZNC","Citizens & Northern Corp","25.52","316261244.64","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cznc",
"CZWI","Citizens Community Bancorp, Inc.","11.99","131781982.09","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/czwi",
"CZFC","Citizens First Corporation","24.61","62450459.05","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/czfc",
"CIZN","Citizens Holding Company","20.9644","102820528.732","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cizn",
"CTXS","Citrix Systems, Inc.","100.46","13233177183.18","n/a","1995","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ctxs",
"CHCO","City Holding Company","71.95","1189354869.15","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/chco",
"CIVB","Civista Bancshares, Inc. ","20.1","313630329.9","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/civb",
"CIVBP","Civista Bancshares, Inc. ","65","657800","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/civbp",
"CLAR","Clarus Corporation","11.67","347163314.52","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","https://www.nasdaq.com/symbol/clar",
"CLNE","Clean Energy Fuels Corp.","3.2","654779097.6","n/a","2007","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/clne",
"CACG","ClearBridge All Cap Growth ETF","30.09","63180454.44","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cacg",
"YLDE","ClearBridge Dividend Strategy ESG ETF","29.04","4356638.88","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ylde",
"LRGE","ClearBridge Large Cap Growth ESG ETF","32.8875","4933223.6625","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/lrge",
"CLFD","Clearfield, Inc.","14.17","193597001.52","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/clfd",
"CLRO","ClearOne, Inc.","2.09","34721316.3","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/clro",
"CLSD","Clearside Biomedical, Inc.","1.47","52977690.15","n/a","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/clsd",
"CLIR","ClearSign Combustion Corporation","0.9397","25087416.1617","n/a","2012","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/clir",
"CMTA","Clementia Pharmaceuticals Inc.","26","989538316","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cmta",
"CBLI","Cleveland BioLabs, Inc.","1.62","18303147.18","n/a","2006","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/cbli",
"CLVS","Clovis Oncology, Inc.","24.84","1313255427.84","n/a","2011","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/clvs",
"CLPS","CLPS Incorporation","10.14","140072144.94","n/a","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/clps",
"CMFN","CM Finance Inc","7.41","100877568.87","n/a","2014","n/a","n/a","https://www.nasdaq.com/symbol/cmfn",
"CMFNL","CM Finance Inc","25.46","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cmfnl",
"CMSS","CM Seven Star Acquisition Corporation","10.3","271127847.6","n/a","2017","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/cmss",
"CMSSR","CM Seven Star Acquisition Corporation","0.28","0","n/a","2017","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/cmssr",
"CMSSU","CM Seven Star Acquisition Corporation","10.6","0","n/a","2017","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/cmssu",
"CMSSW","CM Seven Star Acquisition Corporation","0.16","0","n/a","2017","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/cmssw",
"CME","CME Group Inc.","163.27","58423856943.72","n/a","2002","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/cme",
"CCNE","CNB Financial Corporation","24.34","370930087.18","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ccne",
"CCB","Coastal Financial Corporation","15.41","183274258.23","n/a","2018","Finance","Major Banks","https://www.nasdaq.com/symbol/ccb",
"COKE","Coca-Cola Consolidated, Inc.","259.25","2425145051.25","n/a","1972","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/coke",
"COCP","Cocrystal Pharma, Inc.","2.8","83784612.8","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cocp",
"CODA","Coda Octopus Group, Inc.","10.9975","117360085.19","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/coda",
"CDXS","Codexis, Inc.","19.62","1062592065.54","n/a","2010","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/cdxs",
"CODX","Co-Diagnostics, Inc.","1.17","19713445.83","n/a","2017","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/codx",
"CVLY","Codorus Valley Bancorp, Inc","21","198614220","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/cvly",
"JVA","Coffee Holding Co., Inc.","5.47","30464339.03","n/a","2005","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/jva",
"CCOI","Cogent Communications Holdings, Inc.","51.97","2411566404.56","n/a","n/a","Consumer Services","Telecommunications Equipment","https://www.nasdaq.com/symbol/ccoi",
"CGNX","Cognex Corporation","50.1","8585221370.4","n/a","1989","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cgnx",
"CTSH","Cognizant Technology Solutions Corporation","70.9","40774538597.5","n/a","1998","Technology","EDP Services","https://www.nasdaq.com/symbol/ctsh",
"CWBR","CohBar, Inc.","3.09","131876459.94","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cwbr",
"COHR","Coherent, Inc.","135.18","3288468301.02","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/cohr",
"CHRS","Coherus BioSciences, Inc.","14.32","991798961.28","n/a","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/chrs",
"COHU","Cohu, Inc.","14.7","599942338.8","n/a","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/cohu",
"CLCT","Collectors Universe, Inc.","15.89","144939856.39","n/a","1999","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/clct",
"COLL","Collegium Pharmaceutical, Inc.","15.8","527277315.6","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/coll",
"CIGI","Colliers International Group Inc. ","64.13","2439392459.46","n/a","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/cigi",
"CLGN","CollPlant Holdings, Ltd.","5.9","22208508.6","3764154","n/a","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/clgn",
"CBAN","Colony Bankcorp, Inc.","16.5","139340982","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cban",
"COLB","Columbia Banking System, Inc.","30.94","2266881753.5","n/a","1992","Finance","Major Banks","https://www.nasdaq.com/symbol/colb",
"CLBK","Columbia Financial, Inc.","15.05","1744132083.75","n/a","2018","Finance","Savings Institutions","https://www.nasdaq.com/symbol/clbk",
"COLM","Columbia Sportswear Company","101.08","6894110556.76","n/a","1998","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/colm",
"CMCO","Columbus McKinnon Corporation","33.18","774914686.14","n/a","1996","Capital Goods","Construction/Ag Equipment/Trucks","https://www.nasdaq.com/symbol/cmco",
"CMCSA","Comcast Corporation","39.46","178594481118.12","n/a","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/cmcsa",
